match_id,team_iso3,beneficiary_team_iso3,player_name,related_player_name,event_type,minute,stoppage_minute,period,scoreboard_team_a,scoreboard_team_b,notes,data_source_name,data_quality_score
M002,KOR,KOR,,,hydration_break_end,72,,2H,,,Delay over. They are ready to continue.,ESPN public summary API,82
M002,KOR,KOR,Oh Hyeon-Gyu,Hwang In-Beom,goal,80,,2H,2,1,"Goal! Korea Republic 2, Czechia 1. Oh Hyeon-Gyu (Korea Republic) left footed shot from very close range to the bottom left corner. Assisted by Hwang In-Beom.",ESPN public summary API,82
M002,CZE,CZE,Mojmír Chytil,Alexandr Sojka,sub_in,84,,2H,,,"Substitution, Czechia. Mojmír Chytil replaces Alexandr Sojka.",ESPN public summary API,82
M002,KOR,KOR,Kim Jin-Gyu,Hwang In-Beom,sub_in,84,,2H,,,"Substitution, Korea Republic. Kim Jin-Gyu replaces Hwang In-Beom.",ESPN public summary API,82
M002,KOR,KOR,Park Jin-Seop,Paik Seung-Ho,sub_in,84,,2H,,,"Substitution, Korea Republic. Park Jin-Seob replaces Paik Seung-Ho.",ESPN public summary API,82
M002,CZE,CZE,Alexandr Sojka,Mojmír Chytil,sub_out,84,,2H,,,"Substitution, Czechia. Mojmír Chytil replaces Alexandr Sojka.",ESPN public summary API,82
M002,KOR,KOR,Hwang In-Beom,Kim Jin-Gyu,sub_out,84,,2H,,,"Substitution, Korea Republic. Kim Jin-Gyu replaces Hwang In-Beom.",ESPN public summary API,82
M002,KOR,KOR,Paik Seung-Ho,Park Jin-Seop,sub_out,84,,2H,,,"Substitution, Korea Republic. Park Jin-Seob replaces Paik Seung-Ho.",ESPN public summary API,82
M002,KOR,KOR,Lee Gi-Hyuk,,yellow_card,90,6,2H,,,Lee Gi-Hyuk (Korea Republic) is shown the yellow card for a bad foul.,ESPN public summary API,82
M003,CZE,CZE,Michal Sadílek,Alexandr Sojka,goal,6,,1H,1,0,"Goal! Czechia 1, South Africa 0. Michal Sadílek (Czechia) left footed shot from the centre of the box to the centre of the goal. Assisted by Alexandr Sojka.",ESPN public summary API,82
M003,ZAF,ZAF,,,hydration_break_start,23,,1H,,,Delay in match for a drinks break.,ESPN public summary API,82
M003,ZAF,ZAF,,,hydration_break_end,26,,1H,,,Delay over. They are ready to continue.,ESPN public summary API,82
M003,ZAF,ZAF,Teboho Mokoena,,yellow_card,33,,1H,,,Teboho Mokoena (South Africa) is shown the yellow card for a bad foul.,ESPN public summary API,82
M003,ZAF,ZAF,Thalente Mbatha,,yellow_card,40,,1H,,,Thalente Mbatha (South Africa) is shown the yellow card for a bad foul.,ESPN public summary API,82
M003,ZAF,ZAF,Relebohile Mofokeng,Jayden Adams,sub_in,45,,2H,,,"Substitution, South Africa. Relebohile Mofokeng replaces Jayden Adams.",ESPN public summary API,82
M003,ZAF,ZAF,Jayden Adams,Relebohile Mofokeng,sub_out,45,,2H,,,"Substitution, South Africa. Relebohile Mofokeng replaces Jayden Adams.",ESPN public summary API,82
M003,CZE,CZE,Jaroslav Zelený,Alexandr Sojka,sub_in,55,,2H,,,"Substitution, Czechia. Jaroslav Zeleny replaces Alexandr Sojka.",ESPN public summary API,82
M003,CZE,CZE,Pavel Sulc,Vladimír Darida,sub_in,55,,2H,,,"Substitution, Czechia. Pavel Sulc replaces Vladimír Darida.",ESPN public summary API,82
M003,CZE,CZE,Alexandr Sojka,Jaroslav Zelený,sub_out,55,,2H,,,"Substitution, Czechia. Jaroslav Zeleny replaces Alexandr Sojka.",ESPN public summary API,82
M003,CZE,CZE,Vladimír Darida,Pavel Sulc,sub_out,55,,2H,,,"Substitution, Czechia. Pavel Sulc replaces Vladimír Darida.",ESPN public summary API,82
M003,ZAF,ZAF,Evidence Makgopa,Iqraam Rayners,sub_in,66,,2H,,,"Substitution, South Africa. Evidence Makgopa replaces Iqraam Rayners.",ESPN public summary API,82
M003,ZAF,ZAF,Iqraam Rayners,Evidence Makgopa,sub_out,66,,2H,,,"Substitution, South Africa. Evidence Makgopa replaces Iqraam Rayners.",ESPN public summary API,82
M003,CZE,CZE,Lukás Provod,Adam Hlozek,sub_in,67,,2H,,,"Substitution, Czechia. Lukás Provod replaces Adam Hlozek.",ESPN public summary API,82
M003,CZE,CZE,Tomás Soucek,Michal Sadílek,sub_in,67,,2H,,,"Substitution, Czechia. Tomás Soucek replaces Michal Sadílek.",ESPN public summary API,82
M003,CZE,CZE,Adam Hlozek,Lukás Provod,sub_out,67,,2H,,,"Substitution, Czechia. Lukás Provod replaces Adam Hlozek.",ESPN public summary API,82
M003,CZE,CZE,Michal Sadílek,Tomás Soucek,sub_out,67,,2H,,,"Substitution, Czechia. Tomás Soucek replaces Michal Sadílek.",ESPN public summary API,82
M003,ZAF,ZAF,,,hydration_break_start,69,,2H,,,Delay in match for a drinks break.,ESPN public summary API,82
M003,ZAF,ZAF,,,hydration_break_end,72,,2H,,,Delay over. They are ready to continue.,ESPN public summary API,82
M003,CZE,CZE,Ladislav Krejcí,,yellow_card,75,,2H,,,Ladislav Krejcí (Czechia) is shown the yellow card for a bad foul.,ESPN public summary API,82
M003,ZAF,ZAF,,,hydration_break_end,77,,2H,,,Delay over. They are ready to continue.,ESPN public summary API,82
M003,CZE,CZE,David Zima,Lukás Cerv,sub_in,78,,2H,,,"Substitution, Czechia. David Zima replaces Lukás Cerv.",ESPN public summary API,82
M003,CZE,CZE,Lukás Cerv,David Zima,sub_out,78,,2H,,,"Substitution, Czechia. David Zima replaces Lukás Cerv.",ESPN public summary API,82
M003,ZAF,ZAF,Teboho Mokoena,,goal,83,,2H,1,1,"Goal! Czechia 1, South Africa 1. Teboho Mokoena (South Africa) converts the penalty with a right footed shot to the bottom left corner.",ESPN public summary API,82
M003,ZAF,ZAF,Kamogelo Sebelebele,Thapelo Maseko,sub_in,84,,2H,,,"Substitution, South Africa. Kamogelo Sebelebele replaces Thapelo Maseko.",ESPN public summary API,82
M003,ZAF,ZAF,Thapelo Maseko,Kamogelo Sebelebele,sub_out,84,,2H,,,"Substitution, South Africa. Kamogelo Sebelebele replaces Thapelo Maseko.",ESPN public summary API,82
M004,KOR,KOR,Lee Kang-In,,yellow_card,4,,1H,,,Lee Kang-In (Korea Republic) is shown the yellow card for a bad foul.,ESPN public summary API,82
M004,MEX,MEX,,,hydration_break_start,23,,1H,,,Delay in match for a drinks break.,ESPN public summary API,82
M004,MEX,MEX,,,hydration_break_end,26,,1H,,,Delay over. They are ready to continue.,ESPN public summary API,82
M004,MEX,MEX,Luis Romo,,goal,50,,2H,1,0,"Goal! Mexico 1, Korea Republic 0. Luis Romo (Mexico) right footed shot from the centre of the box to the centre of the goal.",ESPN public summary API,82
M004,KOR,KOR,Hwang Hee-Chan,Lee Jae-Sung,sub_in,57,,2H,,,"Substitution, Korea Republic. Hwang Hee-Chan replaces Lee Jae-Sung.",ESPN public summary API,82
M004,KOR,KOR,Oh Hyeon-Gyu,Son Heung-Min,sub_in,57,,2H,,,"Substitution, Korea Republic. Oh Hyeon-Gyu replaces Son Heung-Min.",ESPN public summary API,82
M004,KOR,KOR,Lee Jae-Sung,Hwang Hee-Chan,sub_out,57,,2H,,,"Substitution, Korea Republic. Hwang Hee-Chan replaces Lee Jae-Sung.",ESPN public summary API,82
M004,KOR,KOR,Son Heung-Min,Oh Hyeon-Gyu,sub_out,57,,2H,,,"Substitution, Korea Republic. Oh Hyeon-Gyu replaces Son Heung-Min.",ESPN public summary API,82
M004,KOR,KOR,Paik Seung-Ho,,yellow_card,58,,2H,,,Paik Seung-Ho (Korea Republic) is shown the yellow card for a bad foul.,ESPN public summary API,82
M004,KOR,KOR,,,hydration_break_start,68,,2H,,,Delay in match for a drinks break.,ESPN public summary API,82
M004,KOR,KOR,,,hydration_break_end,70,,2H,,,Delay over. They are ready to continue.,ESPN public summary API,82
M004,KOR,KOR,Eom Ji-Sung,Kim Moon-Hwan,sub_in,71,,2H,,,"Substitution, Korea Republic. Eom Ji-Sung replaces Kim Moon-Hwan.",ESPN public summary API,82
M004,KOR,KOR,Yang Hyun-Jun,Seol Young-Woo,sub_in,71,,2H,,,"Substitution, Korea Republic. Yang Hyun-Jun replaces Seol Young-Woo.",ESPN public summary API,82
M004,MEX,MEX,Obed Vargas,Luis Romo,sub_in,71,,2H,,,"Substitution, Mexico. Obed Vargas replaces Luis Romo.",ESPN public summary API,82
M004,MEX,MEX,Orbelín Pineda,Brian Gutiérrez,sub_in,71,,2H,,,"Substitution, Mexico. Orbelín Pineda replaces Brian Gutiérrez.",ESPN public summary API,82
M004,KOR,KOR,Kim Moon-Hwan,Eom Ji-Sung,sub_out,71,,2H,,,"Substitution, Korea Republic. Eom Ji-Sung replaces Kim Moon-Hwan.",ESPN public summary API,82
M004,KOR,KOR,Seol Young-Woo,Yang Hyun-Jun,sub_out,71,,2H,,,"Substitution, Korea Republic. Yang Hyun-Jun replaces Seol Young-Woo.",ESPN public summary API,82
M004,MEX,MEX,Brian Gutiérrez,Orbelín Pineda,sub_out,71,,2H,,,"Substitution, Mexico. Orbelín Pineda replaces Brian Gutiérrez.",ESPN public summary API,82
M004,MEX,MEX,Luis Romo,Obed Vargas,sub_out,71,,2H,,,"Substitution, Mexico. Obed Vargas replaces Luis Romo.",ESPN public summary API,82
M004,KOR,KOR,Cho Gue-Sung,Paik Seung-Ho,sub_in,77,,2H,,,"Substitution, Korea Republic. Cho Gue-Sung replaces Paik Seung-Ho.",ESPN public summary API,82
M004,KOR,KOR,Paik Seung-Ho,Cho Gue-Sung,sub_out,77,,2H,,,"Substitution, Korea Republic. Cho Gue-Sung replaces Paik Seung-Ho.",ESPN public summary API,82
M004,MEX,MEX,Israel Reyes,Roberto Alvarado,sub_in,80,,2H,,,"Substitution, Mexico. Israel Reyes replaces Roberto Alvarado.",ESPN public summary API,82
M004,MEX,MEX,Santiago Gimenez,Raúl Jiménez,sub_in,80,,2H,,,"Substitution, Mexico. Santiago Giménez replaces Raúl Jiménez.",ESPN public summary API,82
M004,MEX,MEX,Raúl Jiménez,Santiago Gimenez,sub_out,80,,2H,,,"Substitution, Mexico. Santiago Giménez replaces Raúl Jiménez.",ESPN public summary API,82
M004,MEX,MEX,Roberto Alvarado,Israel Reyes,sub_out,80,,2H,,,"Substitution, Mexico. Israel Reyes replaces Roberto Alvarado.",ESPN public summary API,82
M004,MEX,MEX,César Huerta,Julián Quiñones,sub_in,84,,2H,,,"Substitution, Mexico. César Huerta replaces Julián Quiñones.",ESPN public summary API,82
M004,MEX,MEX,Julián Quiñones,César Huerta,sub_out,84,,2H,,,"Substitution, Mexico. César Huerta replaces Julián Quiñones.",ESPN public summary API,82
M004,MEX,MEX,,,hydration_break_end,89,,2H,,,Delay over. They are ready to continue.,ESPN public summary API,82
M005,CZE,CZE,,,hydration_break_start,22,,1H,,,Delay in match for a drinks break.,ESPN public summary API,82
M005,CZE,CZE,,,hydration_break_end,26,,1H,,,Delay over. They are ready to continue.,ESPN public summary API,82
M005,CZE,CZE,,,hydration_break_end,45,1,1H,,,Delay over. They are ready to continue.,ESPN public summary API,82
M005,CZE,CZE,,,hydration_break_end,47,,2H,,,Delay over. They are ready to continue.,ESPN public summary API,82
M005,MEX,MEX,Mateo Chávez,Luis Romo,goal,55,,2H,0,1,"Goal! Czechia 0, Mexico 1. Mateo Chávez (Mexico) left footed shot from the centre of the box to the bottom left corner. Assisted by Luis Romo.",ESPN public summary API,82
M005,CZE,CZE,Lukás Provod,Denis Visinský,sub_in,56,,2H,,,"Substitution, Czechia. Lukás Provod replaces Denis Visinsky.",ESPN public summary API,82
M005,CZE,CZE,Denis Visinský,Lukás Provod,sub_out,56,,2H,,,"Substitution, Czechia. Lukás Provod replaces Denis Visinsky.",ESPN public summary API,82
M005,MEX,MEX,Julián Quiñones,Jorge Sánchez,goal,61,,2H,0,2,"Goal! Czechia 0, Mexico 2. Julián Quiñones (Mexico) right footed shot from very close range to the centre of the goal. Assisted by Jorge Sánchez following a fast break.",ESPN public summary API,82
M005,MEX,MEX,Obed Vargas,Luis Romo,sub_in,63,,2H,,,"Substitution, Mexico. Obed Vargas replaces Luis Romo.",ESPN public summary API,82
M005,MEX,MEX,Santiago Gimenez,Guillermo Martínez,sub_in,63,,2H,,,"Substitution, Mexico. Santiago Giménez replaces Guillermo Martínez.",ESPN public summary API,82
M005,MEX,MEX,Guillermo Martínez,Santiago Gimenez,sub_out,63,,2H,,,"Substitution, Mexico. Santiago Giménez replaces Guillermo Martínez.",ESPN public summary API,82
M005,MEX,MEX,Luis Romo,Obed Vargas,sub_out,63,,2H,,,"Substitution, Mexico. Obed Vargas replaces Luis Romo.",ESPN public summary API,82
M005,CZE,CZE,Patrik Schick,Adam Hlozek,sub_in,64,,2H,,,"Substitution, Czechia. Patrik Schick replaces Adam Hlozek.",ESPN public summary API,82
M005,CZE,CZE,Tomás Soucek,Tomás Holes,sub_in,64,,2H,,,"Substitution, Czechia. Tomás Soucek replaces Tomás Holes.",ESPN public summary API,82
M005,CZE,CZE,Adam Hlozek,Patrik Schick,sub_out,64,,2H,,,"Substitution, Czechia. Patrik Schick replaces Adam Hlozek.",ESPN public summary API,82
M005,CZE,CZE,Tomás Holes,Tomás Soucek,sub_out,64,,2H,,,"Substitution, Czechia. Tomás Soucek replaces Tomás Holes.",ESPN public summary API,82
M005,MEX,MEX,Edson Álvarez,,yellow_card,64,,2H,,,Edson Álvarez (Mexico) is shown the yellow card for a bad foul.,ESPN public summary API,82
M005,CZE,CZE,,,hydration_break_start,68,,2H,,,Delay in match for a drinks break.,ESPN public summary API,82
M005,CZE,CZE,,,hydration_break_end,71,,2H,,,Delay over. They are ready to continue.,ESPN public summary API,82
M005,MEX,MEX,Álvaro Fidalgo,Gilberto Mora,sub_in,72,,2H,,,"Substitution, Mexico. Álvaro Fidalgo replaces Gilberto Mora.",ESPN public summary API,82
M005,MEX,MEX,Gilberto Mora,Álvaro Fidalgo,sub_out,72,,2H,,,"Substitution, Mexico. Álvaro Fidalgo replaces Gilberto Mora.",ESPN public summary API,82
M005,MEX,MEX,Guillermo Ochoa,Raúl Rangel,sub_in,78,,2H,,,"Substitution, Mexico. Guillermo Ochoa replaces Raúl Rangel.",ESPN public summary API,82
M005,MEX,MEX,Jesús Gallardo,Mateo Chávez,sub_in,78,,2H,,,"Substitution, Mexico. Jesús Gallardo replaces Mateo Chávez.",ESPN public summary API,82
M005,MEX,MEX,Mateo Chávez,Jesús Gallardo,sub_out,78,,2H,,,"Substitution, Mexico. Jesús Gallardo replaces Mateo Chávez.",ESPN public summary API,82
M005,MEX,MEX,Raúl Rangel,Guillermo Ochoa,sub_out,78,,2H,,,"Substitution, Mexico. Guillermo Ochoa replaces Raúl Rangel.",ESPN public summary API,82
M005,CZE,CZE,,,hydration_break_end,86,,2H,,,Delay over. They are ready to continue.,ESPN public summary API,82
M005,CZE,CZE,Alexandr Sojka,Tomás Soucek,sub_in,87,,2H,,,"Substitution, Czechia. Alexandr Sojka replaces Tomás Soucek because of an injury.",ESPN public summary API,82
M005,CZE,CZE,Tomás Chorý,Lukás Cerv,sub_in,87,,2H,,,"Substitution, Czechia. Tomás Chory replaces Lukás Cerv.",ESPN public summary API,82
M005,CZE,CZE,Lukás Cerv,Tomás Chorý,sub_out,87,,2H,,,"Substitution, Czechia. Tomás Chory replaces Lukás Cerv.",ESPN public summary API,82
M005,CZE,CZE,Tomás Soucek,Alexandr Sojka,sub_out,87,,2H,,,"Substitution, Czechia. Alexandr Sojka replaces Tomás Soucek because of an injury.",ESPN public summary API,82
M005,MEX,MEX,Álvaro Fidalgo,Roberto Alvarado,goal,90,4,2H,0,3,"Goal! Czechia 0, Mexico 3. Álvaro Fidalgo (Mexico) right footed shot from the centre of the box to the top left corner. Assisted by Roberto Alvarado.",ESPN public summary API,82
M006,KOR,KOR,,,hydration_break_start,23,,1H,,,Delay in match for a drinks break.,ESPN public summary API,82
M006,KOR,KOR,,,hydration_break_end,26,,1H,,,Delay over. They are ready to continue.,ESPN public summary API,82
M006,KOR,KOR,Jens Castrop,Lee Tae-Seok,sub_in,45,,2H,,,"Substitution, Korea Republic. Jens Castrop replaces Lee Tae-Seok.",ESPN public summary API,82
M006,KOR,KOR,Kim Jin-Gyu,Paik Seung-Ho,sub_in,45,,2H,,,"Substitution, Korea Republic. Kim Jin-Gyu replaces Paik Seung-Ho.",ESPN public summary API,82
M006,KOR,KOR,Son Heung-Min,Hwang Hee-Chan,sub_in,45,,2H,,,"Substitution, Korea Republic. Son Heung-Min replaces Hwang Hee-Chan.",ESPN public summary API,82
M006,KOR,KOR,Hwang Hee-Chan,Son Heung-Min,sub_out,45,,2H,,,"Substitution, Korea Republic. Son Heung-Min replaces Hwang Hee-Chan.",ESPN public summary API,82
M006,KOR,KOR,Lee Tae-Seok,Jens Castrop,sub_out,45,,2H,,,"Substitution, Korea Republic. Jens Castrop replaces Lee Tae-Seok.",ESPN public summary API,82
M006,KOR,KOR,Paik Seung-Ho,Kim Jin-Gyu,sub_out,45,,2H,,,"Substitution, Korea Republic. Kim Jin-Gyu replaces Paik Seung-Ho.",ESPN public summary API,82
M006,ZAF,ZAF,Tshepang Moremi,Oswin Appollis,sub_in,62,,2H,,,"Substitution, South Africa. Tshepang Moremi replaces Oswin Appollis.",ESPN public summary API,82
M006,ZAF,ZAF,Oswin Appollis,Tshepang Moremi,sub_out,62,,2H,,,"Substitution, South Africa. Tshepang Moremi replaces Oswin Appollis.",ESPN public summary API,82
M006,ZAF,ZAF,Thapelo Maseko,Tshepang Moremi,goal,63,,2H,1,0,"Goal! South Africa 1, Korea Republic 0. Thapelo Maseko (South Africa) left footed shot from the centre of the box to the bottom right corner. Assisted by Tshepang Moremi following a fast break.",ESPN public summary API,82
M006,KOR,KOR,Park Jin-Seop,Kim Min-Jae,sub_in,65,,2H,,,"Substitution, Korea Republic. Park Jin-Seob replaces Kim Min-Jae.",ESPN public summary API,82
M006,KOR,KOR,Kim Min-Jae,Park Jin-Seop,sub_out,65,,2H,,,"Substitution, Korea Republic. Park Jin-Seob replaces Kim Min-Jae.",ESPN public summary API,82
M006,KOR,KOR,,,hydration_break_start,69,,2H,,,Delay in match for a drinks break.,ESPN public summary API,82
M006,KOR,KOR,,,hydration_break_end,71,,2H,,,Delay over. They are ready to continue.,ESPN public summary API,82
M006,ZAF,ZAF,Aubrey Modiba,,yellow_card,73,,2H,,,Aubrey Modiba (South Africa) is shown the yellow card for a bad foul.,ESPN public summary API,82
M006,KOR,KOR,Cho Gue-Sung,Oh Hyeon-Gyu,sub_in,74,,2H,,,"Substitution, Korea Republic. Cho Gue-Sung replaces Oh Hyeon-Gyu.",ESPN public summary API,82
M006,KOR,KOR,Oh Hyeon-Gyu,Cho Gue-Sung,sub_out,74,,2H,,,"Substitution, Korea Republic. Cho Gue-Sung replaces Oh Hyeon-Gyu.",ESPN public summary API,82
M006,ZAF,ZAF,Iqraam Rayners,Thapelo Maseko,sub_in,75,,2H,,,"Substitution, South Africa. Iqraam Rayners replaces Thapelo Maseko.",ESPN public summary API,82
M006,ZAF,ZAF,Thapelo Maseko,Iqraam Rayners,sub_out,75,,2H,,,"Substitution, South Africa. Iqraam Rayners replaces Thapelo Maseko.",ESPN public summary API,82
M006,KOR,KOR,Cho Gue-Sung,,yellow_card,79,,2H,,,Cho Gue-Sung (Korea Republic) is shown the yellow card for a bad foul.,ESPN public summary API,82
